,loss,accuracy,val_loss,val_accuracy
0,0.35962599515914917,0.8592323660850525,0.40965181589126587,0.8320140838623047
1,0.20204050838947296,0.9265369176864624,0.4164835214614868,0.8403694033622742
2,0.14277856051921844,0.9493016600608826,0.5035730600357056,0.8399296402931213
3,0.11193567514419556,0.960739016532898,0.5896374583244324,0.8346526026725769
4,0.08049891144037247,0.9743759036064148,0.6459766030311584,0.8337730765342712
5,0.06431327760219574,0.9786649346351624,0.7459681034088135,0.8267370462417603
6,0.04969247803092003,0.9832838177680969,0.8251041173934937,0.8262972831726074
7,0.04305828735232353,0.9869130253791809,0.846588671207428,0.8276165127754211
8,0.03068898804485798,0.9912019968032837,0.9276503920555115,0.8214600086212158
9,0.029376260936260223,0.9914219975471497,0.8970338106155396,0.8249779939651489
